Case_Num	Prod_Period	Prod_Type	Shift	Line	Prop_Def	Strength	Rating	Line_Speed	Tank_Acid	Moisture	Temp	Storage_Pct	Anneal_Temp	Bake_1_Temp	Bake_2_Temp	Roll_Tension	Rewind_Speed	Coating_Speed
1589	11	1	2	2	.047	426.21	3.53	417	3.78	48.7	80.8	75.7	186	136.8	201.2	5.4	268.4	101.2
1590	11	1	3	2	.037	424.96	3.56	451.4	3.72	49.8	80.8	60.2	158	136.7	200.9	18.1	268.4	101.24
1591	11	1	2	2	.009	417.43	3.22	451.4	3.56	49.8	80.8	82.5	150	137.3	201.5	25	125	101.2
1592	11	1	2	2	.02	419.94	3.65	440.3	3.7	49.8	74.74	80.2	179	136.9	201.3	5.4	125	101.2
1593	11	1	2	3	.033	421.19	3.66	451.4	3.82	49.3	78.37	89.2	213	136.7	201.5	25	125	101.2
1594	11	1	2	2	.05	453.79	3.76	451.4	3.64	46.3	74.13	81.3	190	136.9	201.4	3.6	125	101.2
1595	11	1	2	3	.014	376.08	2.79	271.8	3.5	49.8	80.8	86.7	197	136.9	201.4	25	125	101.2
1597	11	1	2	3	.006	480.11	3.83	492	4	49.8	81	100	250	136.3	201.5	25	125	101.2
1599	11	1	1	2	.013	404.91	3.08	359.2	3.17	49.8	60.6	75.7	183	136.9	201.3	3.2	234.8	101.2
1600	11	1	1	2	.014	402.4	3.29	413.3	3.38	49.8	74.13	75.7	183	136.9	201.3	3.2	234.8	101.2
1601	11	1	2	2	.015	442.49	3.6	451.4	3.67	49.8	80.8	75.7	183	136.9	201.3	3.2	234.8	101.2
1602	11	1	2	2	.027	455.04	3.3	423.1	3.7	49.8	75.95	93.5	220	136.6	201.4	25	125	101.2
1603	11	1	2	2	.035	490.15	3.8	477.2	3.89	49.8	72.51	98	242	136.4	201.4	25	125	101.2
1604	11	3	2	2	.119	358.51	3.22	397.3	3.33	47.7	61.61	81.7	209	136.6	201.3	3.6	100.7	101.259999
1615	11	3	2	1	.406	304.62	2.41	327.2	2.66	42.1	58.17	78.7	201	136.6	201.2	5.4	100.7	101.249999
1630	11	3	2	1	.598	369.81	2.61	383.7	2.62	44	56.56	85	206	136.7	201.4	2.3	125	101.22
1665	11	3	2	2	.358	398.64	3.63	431.7	3.59	47.3	70.09	62.5	167	136.7	201	13.1	369	101.259999
1676	11	3	2	2	.211	399.89	3.75	446.5	3.64	48.4	69.28	62	166	136.7	201	13.6	369	101.259999
1687	11	3	2	3	.19	290.81	2.6	359.2	2.86	42.8	63.22	56.5	159	136.7	200.9	15.8	469.7	101.259999
1697	11	3	2	2	.059	333.45	3.09	402.2	3.42	49	69.69	66.2	171	136.7	201	14.5	268.4	101.22
1698	11	3	1	1	.055	303.36	3.07	362.8	3.07	46.9	68.68	56.5	157	136.7	200.9	17.6	402.6	101.259999
1700	11	3	2	3	.36	288.3	2.46	404.6	3.05	47.2	71.91	78	184	136.8	201.3	6.8	33.6	101.2
1701	11	3	2	3	.194	350.98	3.01	431.7	3.17	47.8	75.14	64	172	136.7	201	14	469.7	101.22
1702	11	3	2	3	.183	419.94	3.68	466.1	3.64	48.7	78.98	71.5	173	136.8	201.1	11.3	100.7	101.22
1703	11	3	1	3	.284	367.3	3.05	380.1	3.39	46	74.94	68	167	136.8	201.1	14.5	167.8	101.209999
1704	11	3	2	2	.041	384.83	3.25	399.8	3.71	46.4	74.33	59	157	136.7	200.9	21.3	335.5	101.209999
1705	11	3	1	3	.03	501.44	4	476	4	49.8	80.8	83.2	200	136.7	201.3	5.9	125	101.2
1706	11	3	1	1	.045	426.21	3.58	439.1	3.55	49.8	72.72	81.5	188	136.8	201.3	6.3	125	101.2
1707	11	3	2	2	.043	426.21	3.65	440.3	3.71	49.8	77.36	77.2	190	136.7	201.2	11.3	125	101.2
1708	11	3	2	2	.037	334.7	2.91	341.9	3.22	43.6	70.7	74.5	154	137.2	201.4	1.8	125	101.2
1709	11	3	1	2	.055	327.17	2.69	357.9	3.06	35.2	58.38	76.5	160	137.2	201.4	1.4	125	101.2
1710	11	3	2	2	.032	327.17	2.68	325.9	3.07	44.9	63.22	75.2	164	137.1	201.3	6.3	125	101.2
1711	11	2	3	1	.009	501.44	4	492	3.56	49.8	80.8	100	250	136.3	201.5	25	125	101.2
1712	11	2	2	3	.008	486.38	3.88	492	4	49.8	80.8	100	250	136.3	201.5	25	125	101.2
1713	11	2	3	3	.042	402.4	3.57	417	3.72	48.3	74.13	69.7	167	136.9	201.2	9.9	125	101.23
1714	11	2	2	3	.037	422.45	3.53	444	3.83	48.4	75.75	70	165	136.9	201.2	10.9	125	101.2
1715	11	2	2	1	.026	443.75	3.77	452.6	3.36	49.8	79.18	85.5	183	137	201.4	25	125	101.2
1716	11	2	2	1	.032	455.04	3.69	440.3	3.56	49.3	78.78	80	183	136.9	201.3	4.5	125	101.22
1717	11	2	3	3	.032	333.45	2.78	399.8	3.42	44.3	30.3	77.7	178	136.9	201.3	8.1	125	101.2
1718	11	2	3	3	.033	315.88	2.27	369	2.83	42.7	80.8	76.2	182	136.8	201.2	9.9	125	101.2
1719	11	2	2	3	.016	392.36	3.69	446.5	3.6	49.8	80.8	72.2	190	136.6	201.1	13.6	125	101.249999
1720	11	2	3	3	.025	456.3	3.72	409.6	3.72	49.8	80.8	82.2	169	137.1	201.4	2.3	125	101.2
1721	11	2	2	2	.027	320.9	2.74	437.9	3.52	48.8	80.8	64.5	174	136.7	201.1	7.2	268.4	101.309985
1722	11	2	2	2	.036	308.38	2.4	407.1	3.06	49.1	69.28	76.2	183	136.9	201.3	4.1	134.2	101.22
1723	11	2	2	2	.036	348.47	2.89	430.5	3.38	46.8	80.8	70.2	177	136.8	201.2	6.8	201.3	101.259999
1724	11	2	2	2	.046	450.02	3.78	455.1	3.78	49.8	66.86	77.5	172	136.9	201.2	9.9	125	101.2
1725	11	2	3	2	.043	423.7	3.47	441.6	3.68	49.8	65.65	82.2	191	136.8	201.3	7.2	125	101.2
1726	11	2	1	3	.035	408.64	3.53	372.7	3.39	49.1	77.16	67.5	155	137	201.1	13.6	67.1	101.2
1727	11	2	1	3	.049	414.92	3.46	381.3	3.6	49.8	74.13	73.2	171	136.9	201.2	9.5	67.1	101.2
1728	11	2	1	3	.042	393.62	3.19	404.6	3.45	49.8	63.43	76.2	184	136.8	201.3	7.7	125	101.22
1729	11	2	1	3	.031	352.24	2.84	397.3	3.03	45.7	52.52	69.7	179	136.7	201.1	15.4	100.7	101.2
1730	11	2	1	3	.036	431.23	3.69	417	3.67	49.8	76.76	73.7	170	136.9	201.2	9	67.1	101.2
1731	11	2	1	3	.052	318.39	2.48	339.5	2.92	40.4	56.15	80.7	184	136.9	201.4	3.6	125	101.2
1732	11	2	2	3	.045	393.62	3.25	417	3.51	47.4	74.94	77.7	179	136.9	201.3	3.6	125	101.23
1733	11	2	1	3	.052	363.53	2.92	398.5	3.04	42.1	55.15	79.7	187	136.9	201.3	4.5	67.1	101.2
1734	11	2	2	2	.038	424.96	3.58	452.6	3.66	49.8	75.75	83.5	189	136.9	201.4	25	125	101.2
1735	11	2	1	2	.034	361.02	3.06	404.6	3.5	49	74.74	77.5	174	137.1	201.4	25	125	101.22
1736	11	2	1	2	.021	436.25	3.62	432.9	3.67	46.7	70.7	78	174	137.1	201.4	25	125	101.2
1737	11	2	2	2	.026	441.24	3.72	447.7	3.71	49.8	75.75	86.2	202	136.8	201.4	2.7	125	101.2
1738	11	2	2	2	.012	303.36	2.58	430.5	3.5	46.2	60.6	70	186	136.7	201.2	6.3	134.2	101.309985
1739	11	2	1	2	.035	347.22	2.86	429.3	3.43	45.7	73.32	87.7	210	136.7	201.4	3.2	125	101.2
1740	11	2	1	2	.025	170.47	2	373.9	3.08	39.1	33.73	71.2	187	136.5	201	15.8	234.8	101.22
1741	11	2	1	1	.017	465.08	3.65	469.8	3.8	49.8	80.8	96.7	239	136.4	201.4	25	125	101.2
1742	11	2	2	3	.021	460.06	3.67	485.8	3.52	49.8	74.13	98.2	250	136.3	201.5	25	125	101.2
1743	11	2	1	3	.002	501.44	4	492	4	49.8	76	100	250	136.3	201.5	25	125	101.2
1745	11	4	1	3	.031	445	3.61	440.3	3.55	48.8	77.97	69.5	179	136.7	201.1	10.9	234.8	101.22
1746	11	4	1	3	.043	411.15	3.49	418.2	3.54	48.5	73.12	65.7	171	136.7	201	15.4	167.8	101.24
1748	11	4	2	2	.012	386.09	3.5	409.6	3.58	48.4	80.8	82.7	207	136.5	201.2	9.5	125	101.2
1749	11	4	2	3	.012	323.41	2.75	399.8	3.27	48	80.8	77.5	203	136.6	201.2	5.4	201.3	101.259999
1750	11	4	2	3	.01	348.47	2.56	464.9	3.22	49.8	80.8	77	192	136.7	201.2	7.7	268.4	101.2
1751	11	4	1	2	.009	344.74	2.63	446.5	2.75	46.7	74.13	80.7	209	136.5	201.2	6.3	167.8	101.249999
1752	11	4	2	2	.035	376.08	3.03	401	3.46	46.2	58.38	78.5	183	136.8	201.3	8.1	125	101.2
1753	11	4	2	3	.017	438.76	3.56	468.6	3.63	47.5	53.93	84.2	200	136.7	201.3	5.4	125	101.2
1754	11	4	2	2	.026	284.54	2.96	467.4	3.54	47	80.8	82.5	191	136.8	201.3	3.6	67.1	101.2
1755	11	4	1	2	.022	409.9	3.59	447.7	3.8	48.3	69.49	83.5	195	136.8	201.3	4.1	125	101.2
1756	11	4	1	3	.021	376.08	2.95	424.3	3.52	48.3	74.13	64.7	169	136.8	201.1	8.6	201.3	101.289996
1757	11	4	1	3	.014	393.62	2.86	394.8	3.31	49.8	80.8	80.2	208	136.6	201.3	2.3	125	101.309985
1758	11	4	2	3	.022	450.02	3.64	421.9	3.64	48.2	74.74	78	193	136.7	201.3	4.1	302	101.2
1759	11	4	2	3	.024	463.83	3.96	432.9	3.96	49.8	74.94	72.2	183	136.8	201.2	7.7	125	101.24
1760	11	4	2	2	.013	433.74	3.38	387.4	3.54	48	80.8	73.7	157	137.2	201.4	25	234.8	101.2
1761	11	4	1	2	.032	455.04	3.75	439.1	3.75	48.7	80.8	80	171	137.1	201.4	1.4	125	101.2
1762	11	4	2	2	.01	438.76	4	467.4	4	49.8	80.8	93.5	230	136.5	201.4	25	125	101.2
1763	11	4	2	1	.003	501.44	4	492	4	49.8	80.8	100	250	136.3	201.5	25	125	101.2
1764	11	4	1	1	.004	470.1	4	492	4	49.8	80.8	100	250	136.3	201.5	25	125	101.2
1765	11	4	2	3	.031	409.9	3.4	424.3	3.79	47.4	72.72	83.5	188	136.9	201.4	1.4	125	101.2
1766	11	4	1	1	.029	333.45	2.69	377.6	3.31	42.6	63.43	81	174	137.1	201.4	25	125	101.2
1767	11	4	1	3	.018	466.34	3.83	471.1	4	49	78.37	86.5	203	136.8	201.4	25	125	101.2
1768	11	4	3	3	.029	372.32	3.32	415.7	3.34	48	70.7	76.5	175	136.9	201.3	5.9	201.3	101.2
1769	11	4	2	3	.03	376.08	3.33	407.1	3.45	47	65.04	74.2	160	137.1	201.3	4.5	100.7	101.2
1770	11	4	2	3	.022	353.49	3.05	391.1	3.29	43.6	55.55	81.3	175	137.1	201.5	25	125	101.2
1771	11	4	3	3	.032	364.79	3.03	441.6	3.09	37.9	58.38	84.5	196	136.8	201.4	2.7	125	101.2
1772	11	4	3	3	.029	393.62	3.1	410.8	3.24	36.2	49.29	87	198	136.8	201.4	1.4	125	101.2
1773	11	4	2	1	.006	146.66	1.67	246	2.67	34.8	60.6	85.5	194	136.9	201.4	1.4	125	101.2
1774	11	4	1	3	.006	104.05	.83	123	2.17	31.1	80.8	87.2	204	136.8	201.4	25	125	101.2
1775	11	4	2	1	.019	442.49	3.53	440.3	3.32	49.8	73.73	90.5	218	136.7	201.4	25	125	101.2
1776	11	4	2	3	.032	470.1	3.81	410.8	3.44	48.2	59.59	85.5	184	137	201.4	25	125	101.2
1777	11	4	1	3	.03	475.09	3.93	444	3.69	47.4	63.63	89.2	203	136.8	201.4	25	125	101.2
1778	11	4	1	3	.025	426.21	3.76	425.6	3.59	45.2	57.77	84	196	136.9	201.4	25	125	101.2
1779	11	5	1	3	.025	451.28	3.76	437.9	3.41	46.2	52.52	90	213	136.7	201.4	25	125	101.2
1780	11	5	2	1	.009	487.64	3.78	477.2	3.88	47.3	74.13	92.5	220	136.6	201.4	25	125	101.2
1781	11	5	2	3	.022	401.15	3.6	424.3	3.32	48.8	65.04	95.7	240	136.4	201.4	25	125	101.2
1783	11	5	2	3	.023	424.96	3.22	452.6	3.59	49.8	75.75	89.7	207	136.8	201.4	25	125	101.2
1784	11	5	3	1	.008	470.1	3.75	474.8	3.75	49.8	80.8	95.2	250	136.3	201.5	25	125	101.2
1785	11	5	3	2	.01	376.08	3.2	442.8	3.5	47.3	72.72	90.5	217	136.7	201.4	25	125	101.2
1786	11	5	2	1	.016	399.89	3.56	354.2	3	47.3	71.3	94	238	136.5	201.5	25	125	101.2
1787	11	5	2	3	.016	431.23	3.5	446.5	3.88	45.7	65.65	84.2	193	136.9	201.4	2.3	125	101.2
1788	11	5	2	3	.007	358.51	2.14	281.6	2.8	28.5	54.74	92.7	225	136.6	201.5	25	125	101.2
1789	11	5	3	3	.019	448.77	3.53	478.5	3.61	49.8	75.75	95.5	235	136.5	201.4	25	125	101.2
1790	11	5	3	2	.047	299.6	2.76	328.4	3.57	48.8	55.55	74	175	136.8	201.2	11.3	125	101.2
1791	11	5	2	3	.048	462.57	3.9	440.3	3.5	46.5	73.73	69	166	136.9	201.2	7.2	234.8	101.24
1792	11	5	1	3	.04	379.81	3.28	444	3.44	47.4	60.6	78.2	182	136.9	201.3	4.1	134.2	101.2
1793	11	5	1	3	.043	363.53	3.15	409.6	3.21	44.3	80.8	75.2	185	136.8	201.2	7.7	125	101.24
1794	11	5	1	2	.031	218.13	2.03	305	2.81	46.2	70.7	66.5	169	136.8	201.1	12.7	67.1	101.289996
1795	11	5	1	1	.057	455.04	3.86	472.3	3.71	49.3	79.38	87	205	136.7	201.4	1.8	125	101.209999
1797	11	5	1	2	.045	396.13	3.24	353	3.28	48.5	78.37	67	152	137.1	201.2	6.3	201.3	101.22
1798	11	5	1	2	.046	473.83	3.78	414.5	3.72	48.8	77.36	72.5	156	137.1	201.3	5.9	67.1	101.2
1799	11	5	2	3	.047	386.09	3.21	376.4	3.16	46	73.53	92.5	223	136.6	201.4	1.4	125	101.2
1800	11	5	2	2	.029	402.4	3.59	377.6	3.54	49	77.36	82.5	198	136.7	201.3	5.4	125	101.2
1803	11	5	2	1	.051	435	3.61	421.9	2.82	45.8	71.91	91.7	219	136.6	201.4	25	125	101.2
1804	11	5	1	2	.041	287.05	2.34	314.9	2.89	41.8	62.01	76.2	161	137.1	201.3	5	125	101.2
1805	11	5	1	2	.02	213.11	2.15	319.8	3.25	42.9	50.5	72.2	179	136.8	201.2	4.5	335.5	101.249999
1806	11	5	1	2	.034	228.13	2.26	292.7	3.44	49	78.98	71.5	170	136.9	201.2	7.7	125	101.269992
1807	11	5	1	2	.048	448.77	3.69	392.4	3.56	48.3	76.15	78.5	179	136.9	201.3	6.3	125	101.2
1808	11	6	1	2	.039	353.49	2.87	353	3.37	48.3	75.14	72	167	137	201.3	5	134.2	101.22
1809	11	6	1	2	.044	436.25	3.48	420.7	3.41	47.4	76.15	80.2	186	136.8	201.3	5	67.1	101.2
1810	11	6	2	3	.04	235.66	1.67	268.1	2.94	42.8	71.1	82.7	178	137.1	201.4	25	125	101.2
1811	11	6	2	3	.057	85.24	.53	126.7	1.35	43.4	68.88	77	171	137	201.3	4.1	33.6	101.2
1812	11	6	1	3	.044	327.17	2.61	314.9	3.42	39.7	66.86	67.5	177	136.7	201	13.1	201.3	101.24
1813	11	6	1	2	.042	445	3.69	471.1	3.31	48.9	78.17	92.7	232	136.5	201.4	25	67.1	101.2
1814	11	6	2	3	.043	402.4	3.36	393.6	3.5	49.3	77.77	81	184	136.8	201.3	6.8	125	101.2
1815	11	6	1	3	.048	381.07	3.42	421.9	3.58	49	79.38	83	189	136.8	201.3	4.5	125	101.2
1816	11	6	2	3	.047	338.47	2.98	387.4	3.2	46.2	62.62	85.5	194	136.8	201.4	2.7	125	101.2
1817	11	6	2	2	.041	345.96	2.95	381.3	3.5	46.9	76.55	83	187	136.9	201.4	25	125	101.2
1818	11	6	2	2	.037	416.17	3.59	440.3	3.54	48.3	67.26	75.7	180	136.8	201.2	8.6	125	101.22
1819	11	6	2	2	.033	436.25	3.67	428	3.72	48.4	78.37	76	172	137	201.4	25	67.1	101.22
1820	11	6	2	3	.046	371.06	3.28	355.5	3.42	49.1	79.18	79.2	174	137	201.4	2.7	125	101.2
1821	11	6	3	3	.039	408.64	3.72	435.4	3.81	49.4	78.58	80.5	178	137	201.4	2.7	125	101.2
1822	11	6	2	3	.042	373.57	2.69	335.8	3.1	38.4	61.2	65.2	176	136.6	201	16.3	302	101.22
1823	11	6	2	2	.034	376.08	3.12	387.4	3.45	46.5	70.7	71.5	178	136.8	201.2	8.6	234.8	101.22
1824	11	6	1	2	.021	451.28	3.85	485.8	3.55	49.8	80.8	88	211	136.7	201.4	25	125	101.24
1825	11	6	1	3	.005	451.28	3.8	492	4	49.8	80.8	75	150	137.3	201.5	25	125	101.2
1827	11	6	3	1	.003	460.06	3.67	451.4	2.67	37.3	40.4	94.2	217	136.7	201.4	25	125	101.2
1828	11	6	1	1	.004	470.1	3.75	451.4	3.75	49.8	80.8	82.5	150	137.3	201.5	25	125	101.2
1829	11	6	1	1	.006	417.43	3.67	492	3.83	49.8	76.76	85.7	236	136.3	201.3	25	125	101.339999
1830	11	6	3	3	.103	423.7	3.38	440.3	3.38	46.8	66.45	94.5	231	136.5	201.4	25	125	101.2
1831	11	6	1	3	.041	433.74	3.63	479.7	3.51	48.7	77.36	83.2	193	136.9	201.4	25	67.1	101.2
1833	11	6	2	3	.04	407.42	3.67	412	3.77	48.7	79.79	84	201	136.7	201.4	2.7	67.1	101.2
1834	11	6	1	3	.032	442.49	3.69	437.9	3.84	49.8	79.59	76.5	185	136.8	201.3	7.7	67.1	101.2
1835	12	1	1	2	.043	382.32	3.26	460	3.65	48.3	70.7	77	190	136.7	201.2	9.5	67.1	101.2
1836	12	1	1	2	.039	394.87	3.44	450.2	3.81	49.3	78.78	73.7	188	136.7	201.2	8.6	67.1	101.269992
1837	12	1	1	2	.04	401.15	3.55	432.9	3.68	48.3	80.8	72.5	176	136.8	201.2	10.9	125	101.249999
1838	12	1	2	2	.038	432.49	3.79	445.2	3.76	49.8	77.36	70	173	136.8	201.1	11.8	125	101.259999
1839	12	1	3	3	.041	376.08	3.29	450.2	3.84	48.9	80.8	75.7	196	136.7	201.3	3.2	67.1	101.289996
1840	12	1	2	3	.045	378.56	3.44	441.6	3.77	49.3	79.18	71	173	136.9	201.2	5.4	67.1	101.279987
1841	12	1	2	2	.018	397.38	3.44	471.1	3.83	49.8	80.8	68	177	136.8	201.2	6.3	167.8	101.289996
1842	12	1	2	2	.019	368.55	3.26	440.3	3.68	47	80.8	72.7	165	136.9	201.1	10.4	268.4	101.2
1843	12	1	2	1	.008	304.62	2.86	409.6	3.57	49.8	80.8	100	250	136.3	201.5	25	125	101.2
1844	12	1	2	3	.043	437.51	3.33	426.8	3.1	42.1	60.6	73.2	175	136.8	201.2	10.4	201.3	101.2
1845	12	1	2	3	.043	345.96	2.4	394.8	3.12	46.4	69.49	73.2	175	136.8	201.2	10.4	201.3	101.2
1846	12	1	1	3	.054	404.91	3.19	413.3	3.2	46.8	74.13	76	188	136.7	201.2	11.3	67.1	101.2
1847	12	1	1	3	.048	362.28	2.66	397.3	3.32	48.3	72.11	76	188	136.7	201.2	11.3	67.1	101.2
1848	12	1	2	3	.039	408.64	3.64	473.5	3.81	48.9	76.15	78.7	195	136.7	201.3	6.3	125	101.249999
1849	12	1	2	3	.043	411.15	3.63	455.1	3.66	48.8	78.58	71.2	180	136.7	201.1	7.7	302	101.24
1850	12	1	2	2	.036	435	3.78	453.9	3.83	48.8	80.8	82.7	193	136.8	201.4	3.2	125	101.2
1851	12	1	2	3	.037	427.47	3.36	431.7	2.86	45.7	80.8	80.7	197	136.7	201.3	6.3	125	101.23
1852	12	1	2	3	.031	218.13	2.23	285.3	3.4	44.7	45.85	85.5	194	136.9	201.4	25	125	101.2
1853	12	1	2	2	.021	334.7	2.81	446.5	3.63	48.8	60.6	85.7	190	136.9	201.4	25	125	101.2
1854	12	1	2	1	.036	446.26	3.75	456.3	3.8	48.7	77.16	87.7	210	136.7	201.4	25	125	101.2
1856	12	1	2	1	.005	501.44	4	492	3.8	49.8	80.8	100	250	136.3	201.5	25	125	101.2
1857	12	1	2	3	.029	492.66	3.85	461.3	3.93	49.8	77.77	94.7	234	136.5	201.4	25	125	101.2
1858	12	1	2	3	.025	456.3	3.52	413.3	3.92	49.8	79.18	97.5	246	136.4	201.4	25	125	101.2
1859	12	3	1	2	.088	384.83	3.09	380.1	3.49	47.4	70.7	73.2	194	136.6	201.2	6.8	167.8	101.279987
1866	12	3	2	1	.278	315.88	2.65	334.6	3.04	43.6	62.21	71	192	136.6	201.1	6.3	268.4	101.289996
1878	12	3	2	1	.456	362.28	2.79	392.4	2.92	45.5	69.28	82	202	136.7	201.3	3.2	33.6	101.23
1905	12	3	2	3	.263	409.9	3.63	432.9	3.49	47.5	67.67	64.2	170	136.7	201	12.7	335.5	101.259999
1912	12	3	1	3	.213	209.34	1.83	307.5	2.62	40.4	54.13	58.7	161	136.7	200.9	14	536.8	101.24
1922	12	3	2	1	.047	204.32	2.33	364.1	2.78	44.9	35.95	68.5	173	136.7	201.1	11.8	436.2	101.2
1923	12	3	1	1	.032	305.87	2.75	437.9	3.5	49.8	76.35	72.7	178	136.8	201.2	7.2	167.8	101.23
1924	12	3	1	3	.165	377.3	3.32	405.9	3.52	48.3	74.33	75.2	172	136.9	201.3	7.2	33.6	101.209999
1925	12	3	2	2	.165	239.43	1.98	341.9	2.99	45.5	56.56	60	160	136.7	200.9	17.6	436.2	101.22
1926	12	3	2	2	.093	258.22	2.19	350.5	3.2	48.4	65.04	59	159	136.7	200.9	14.5	503.3	101.24
1927	12	3	1	3	.044	407.42	3.59	457.6	3.67	48.4	75.75	75.7	175	136.9	201.2	8.1	33.6	101.2
1928	12	3	2	3	.222	386.09	3.41	466.1	3.36	49.1	76.76	71.7	172	136.8	201.2	11.3	100.7	101.209999
1929	12	3	3	3	.252	450.02	3.75	447.7	3.54	49	77.97	69.7	169	136.8	201.1	14	100.7	101.209999
1930	12	3	2	2	.047	285.79	2.49	417	3.32	46.7	65.04	84.7	197	136.8	201.4	2.3	125	101.2
1931	12	3	3	2	.036	299.6	2.72	281.6	2.82	46.5	76.55	73.7	160	137.1	201.3	5.9	125	101.2
1932	12	3	2	2	.036	366.04	3.14	330.9	3.51	47.4	73.73	73	157	137.1	201.3	5.9	125	101.2
1933	12	3	2	2	.037	352.24	2.86	332.1	3.53	46.7	71.71	76	162	137.2	201.4	2.3	125	101.2
1934	12	3	2	2	.048	245.7	2.33	371.4	3.41	45.8	67.67	84.2	196	136.8	201.4	1.8	67.1	101.2
1935	12	3	3	3	.059	462.57	3.9	477.2	3.77	49.8	78.58	85.7	195	136.9	201.4	25	125	101.2
1936	12	3	3	3	.042	433.74	3.85	446.5	3.74	49.8	80.8	73.5	170	136.9	201.2	8.1	67.1	101.2
1937	12	3	2	3	.05	441.24	3.84	435.4	3.87	49	74.94	73.7	170	136.9	201.2	9.9	125	101.2
1938	12	2	3	1	.007	465.08	3.43	492	3.57	48	80.8	100	250	136.3	201.5	25	125	101.2
1939	12	2	2	3	.047	421.19	3.51	419.4	3.61	49.4	79.59	69.5	171	136.8	201.1	14	67.1	101.22
1940	12	2	2	3	.037	437.51	3.57	471.1	3.69	49.8	78.37	75	179	136.8	201.2	9	125	101.22
1941	12	2	2	2	.037	376.08	3.16	378.8	3.74	48.2	79.59	77	172	137	201.3	4.1	125	101.22
1942	12	2	2	2	.045	453.79	3.82	469.8	3.83	49.3	76.96	94.5	235	136.5	201.4	25	125	101.2
1943	12	2	3	2	.012	428.72	3.67	420.7	3.83	48	80.8	81.3	196	136.6	201.2	10.4	125	101.2
1944	12	2	1	1	.04	256.96	1.97	399.8	3.05	45.7	66.05	82.7	197	136.8	201.3	5	125	101.2
1945	12	2	1	3	.029	468.85	3.41	383.7	3.78	49.8	80.8	86	200	136.8	201.4	1.8	125	101.2
1946	12	2	1	2	.031	419.94	3.74	428	3.69	47.5	54.74	61.2	175	136.6	201	13.6	369	101.269992
1947	12	2	1	2	.044	401.15	3.64	436.6	3.51	48	74.13	69	173	136.8	201.2	9.5	134.2	101.22
1948	12	2	1	2	.051	432.49	3.8	458.8	3.8	49.4	74.13	71	174	136.8	201.1	12.7	67.1	101.22
1949	12	2	1	3	.047	340.98	2.68	435.4	2.36	49.1	74.13	72.7	171	136.9	201.2	10.4	67.1	101.2
1950	12	2	2	3	.041	335.96	2.73	344.4	3.33	48.5	71.91	73	181	136.8	201.2	10.4	67.1	101.22
1951	12	2	1	3	.037	312.15	2.68	317.3	3.5	45	77.97	72	177	136.8	201.2	8.6	125	101.24
1952	12	2	2	3	.03	472.58	3.83	414.5	3.89	49.8	80.8	85	180	137	201.4	25	125	101.2
1953	12	2	1	3	.032	486.38	3.94	480.9	3.94	49.8	80.8	85.7	189	136.9	201.4	25	125	101.2
1954	12	2	1	3	.035	443.75	3.8	446.5	3.66	47.4	68.68	88.5	200	136.8	201.5	25	125	101.2
1957	12	2	2	2	.033	357.26	2.94	428	3.59	49.8	68.68	80.7	193	136.8	201.3	6.3	125	101.2
1958	12	2	2	3	.026	376.08	3.12	398.5	2.92	49.8	74.13	77.5	186	136.8	201.2	7.7	201.3	101.2
1959	12	2	1	3	.044	382.32	3.23	441.6	3.26	48.4	80.8	81.5	201	136.7	201.3	6.8	67.1	101.2
1960	12	2	1	3	.042	399.89	3.36	439.1	3.47	48.5	77.36	77.5	179	136.8	201.2	9.9	125	101.2
1961	12	2	1	3	.039	404.91	3.45	440.3	3.15	46	64.03	74.7	176	136.8	201.2	8.1	201.3	101.2
1962	12	2	2	2	.024	349.73	2.79	354.2	3.13	47.7	70.7	77	186	136.8	201.2	9.5	125	101.2
1963	12	2	1	3	.005	451.28	3.8	492	4	49.8	80.8	92	230	136.5	201.4	25	125	101.2
1964	12	2	1	1	.006	501.44	4	492	4	49.8	80.8	89.2	217	136.7	201.4	25	125	101.2
1965	12	4	1	3	.041	229.39	1.95	369	2.43	46.7	72.11	68.5	171	136.6	201	21.7	125	101.2
1966	12	4	2	2	.041	357.26	3.2	402.2	3.39	49.4	77.16	84.2	189	136.9	201.4	2.7	125	101.2
1969	12	4	1	3	.014	367.3	3.64	439.1	3.64	47.3	65.65	68.8	190	136.6	201.1	6.8	125	101.349994
1970	12	4	2	2	.014	412.41	3.5	483.4	3.79	49.8	72.72	73.2	189	136.6	201.1	12.7	125	101.259999
1971	12	4	2	2	.022	432.49	3.59	480.9	3.82	49.8	80.8	81.3	183	136.9	201.4	3.6	125	101.2
1972	12	4	2	2	.016	455.04	3.69	484.6	3.63	49.8	80.8	80.2	185	136.8	201.3	6.8	125	101.2
1973	12	4	1	2	.04	319.64	3.17	420.7	3.38	49.8	73.32	74.7	166	137	201.3	5.9	125	101.2
1974	12	4	1	2	.02	356	3.21	466.1	3.53	48.5	80.8	82.2	182	136.9	201.4	2.7	125	101.2
1975	12	4	1	3	.025	300.85	2.44	359.2	3.46	47	80.8	72	176	136.8	201.1	10.9	100.7	101.23
1976	12	4	2	3	.018	376.08	3	403.4	3.59	49.8	68.68	77.5	193	136.7	201.3	4.5	167.8	101.249999
1977	12	4	2	2	.014	421.19	3.36	456.3	3.71	43.6	70.7	93	236	136.4	201.4	3.2	125	101.2
